Date,Country,Latitude,Longitude,Type of Incident,Description,Media Report Link
13-Jul-16,India,25.3171947,81.9193735,Drowned,"Two students drowned while taking selfies at Kosi Dam near Rampur, Uttar Pradesh, India. A group of students were taking selfies and became trapped in a vortex; the rest were saved.",https://web.archive.org/web/20160822212811/http://www.samacharplus.com/~samachar/index.php/en/cities/31-up-uttarakhand/11117-two-selfie-lovers-died-while-clicking-selfie-in-lalpur-kosi-dam-at-rampur
17-Jul-16,India,8.079252,77.5499338,Drowned,"A married couple ages 40 and 42, from Tirupur district of Tamil Nadu, were swept away by a ""giant wave"" in Kanyakumari, India, while they were taking a selfie.",https://web.archive.org/web/20160718123340/http://timesofindia.indiatimes.com/india/Couple-taking-selfie-swept-away-by-giant-wave-in-Kanyakumari/articleshow/53264956.cms
19-Jul-16,India,13.1009554,75.4820907,Fall,"In an incident reported on 19 July, two people were taking selfies at Alekan waterfall in Charmadi Ghat, India. The two, Hanumanthappa (34) and Nagabhushan (38), residents of Chitradurga district, lost balance and fell into the waterfall. They were both killed.",https://web.archive.org/web/20160729204214/http://www.udayavani.com/english/news/puttur-sullia-belthangadi/159415/selfie-craze-two-killed-after-falling-down-alekan-waterfall
23-Jul-16,India,18.9068356,75.6741579,Fall,"At Amboli Falls, a popular tourist destination in Sindhudurg district in Maharashtra, India, a youth fell into a 60-foot-deep gorge while taking a selfie and died.",https://web.archive.org/web/20160724114916/http://www.thehindu.com/news/national/karnataka/youth-dies-while-taking-selfie-near-falls/article8892831.ece
27-Jul-16,India,30.3255646,78.0436813,Drowned,"A 24-year-old woman was swept away to her death by the swollen waters of Baandal river near Maldevta area on the outskirts of Dehradun, India. She was taking a selfie at the time of the incident, bringing the toll of selfie deaths in Dehradun to four that year.",https://web.archive.org/web/20160730013014/http://timesofindia.indiatimes.com/city/dehradun/Woman-falls-into-river-while-taking-selfie-dies/articleshow/53421626.cms
30-Jul-16,India,23.2584857,77.401989,Drowned,"A 20-year-old national-level athlete slipped and fell into a pond while taking a selfie near a harvesting plant at the Sports Authority of India (SAI) centre in Bhopal. She did not know how to swim. Her two companions, who also were unable to swim, ran for help. She was taken to a hospital where she was pronounced dead.",https://web.archive.org/web/20160801043042/http://www.news18.com/news/other-sports/national-level-athlete-dies-while-taking-selfie-1275720.html
31-Jul-16,India,23.25968,77.39769,Fall,"A 24-year-old Indian man, a well-known local-level wrestler from Bhadohi, fell to his death while taking a selfie near the Vindham waterfall in Uttar Pradesh. A friend who dove into the water to rescue him was taken to the hospital in critical condition.",https://web.archive.org/web/20160808225614/http://www.indiatimes.com/sports/national-level-athelete-drowns-while-taking-a-selfie-near-a-pool-at-sports-authority-of-india-centre-in-bhopal-259210.html
3-Aug-16,India,9.79309,78.93223,Fall,"A 22-year-old engineering student from Andhra Pradesh was vacationing with six friends in Tamil Nadu state, South India. While taking a selfie standing on the edge of a 2,000-foot-deep gorge at Vilpatti village on upper Kodaikanal hill, he slipped and plunged to his death.",https://www.thehindu.com/news/national/tamil-nadu/Selfie-brings-death-to-AP-engineering-student/article14552840.ece
7-Aug-16,India,19.07184,73.53602,Fall,"A 27-year-old lawyer from India was visiting Mandoshi ghat, near Bhimashanjar. She and her husband were sitting on boulders that formed a safety barrier from a 100-foot gorge below. As she positioned herself for a selfie, one of the boulders came loose in wet earth, and she slipped over the edge. Her husband attempted to stop her fall, but was unable to hold on. She sustained head injuries and was taken to hospital by her husband, where she was pronounced dead.",https://web.archive.org/web/20160810184507/http://timesofindia.indiatimes.com/city/pune/Woman-dies-after-falling-into-gorge-while-taking-selfie/articleshow/53626880.cms
9-Aug-16,Pakistan,34.08488,71.68741,Drowned,"An 11-year-old Pakistani girl drowned while attempting to take a selfie at the Kunhar River, which flows through Khyber Pakhtunkhwa province in Pakistan. The girl's mother jumped into the fast-moving river to save her, but she was also swept away and drowned. On seeing both his daughter and wife in trouble, the father jumped in; he also drowned. The dead bodies of the mother and her daughter were found; the father's body was missing. The six-year-old son of the family was a witness of the tragedy.",https://web.archive.org/web/20160817072446/http://www.dawn.com/news/1277921
12-Aug-16,India,18.84886,76.72376,Drowned,"Four teenagers aged 15â€“19 took selfies in the ocean surf at Maharashtra during a storm. They were swept away by a large wave, and their bodies were never recovered.",https://web.archive.org/web/20160825203055/http://rushincrash.com/world/indian-teenagers-swept-into-the-sea-while-attempting-to-take-a-selfie/
15-Aug-16,India,11.07631,76.90701,Fall,"A class 12 student residing at Peelamedu, India, was sightseeing with friends and noticed a huge well dug in a field. While leaning over the edge of the well to take a selfie to show its depth, he slipped and fell in. The well is 120 feet deep with a water level of 60 feet. He died in the well before he could be rescued.",https://web.archive.org/web/20160925005540/http://freevoice.club/tamil-nadu-selfie-turns-fatal-class-12-boy-dies/
20-Aug-16,Pakistan,34.08488,71.68741,Drowned,"A Pakistani man drowned while attempting to take a selfie at the Kunhar River that flows through Khyber Pakhtunkhwa province in Pakistan. His cousin jumped in to save him, but she was also swept away and drowned. It was the second selfie-related death incident on the Kunhar River in August.",https://web.archive.org/web/20160822185859/http://en.dailypakistan.com.pk/pakistan/two-more-drown-in-latest-selfie-deaths-in-kunhar-river/
17-Sep-16,India,18.44701,79.12603,Drowned,"Six young women (engineering students from Vaagdevi College of Engineering in Bollikunta) were standing on a rock at the edge of a reservoir in Hanumakonda district of Telangana, India, taking selfies. One student slipped and fell into the lake, and the rest of the group went in to save her. One student survived, and five drowned.",https://web.archive.org/web/20160926192521/http://www.hindustantimes.com/nation-newspaper/5-engineering-students-drown-taking-selfies-in-telangana/story-0S57bxe2ZuzkMS9kDRh1EL.html
1-Oct-16,India,17.28789,78.36843,Drowned,"Two teenagers from Hyderabad were taking selfies in a quarry recently filled with rainwater. They went too deep and, unable to swim to shore, they drowned.",https://web.archive.org/web/20161004172127/http://www.newsx.com/national/42773-selfie-craze-claims-2-lives-in-hyderabad-teenagers-drown-in-quarry
1-Oct-16,Nepal,28.28297,84.44296,Fall,A 19-year-old man from Nepal was taking a selfie when he slipped off a cliff and fell into Dordi stream in Lamjung district. His body was not immediately recovered.,https://web.archive.org/web/20161006044318/http://kathmandupost.ekantipur.com/news/2016-10-02/boy-falls-into-river-while-taking-selfie.html
8-Oct-16,Oman,17.05942,54.11462,Drowned,"Two Sri Lankan girls were visiting Ain Garziz in Oman with their families. While at a picnic, they were taking selfies near a deep spring. One girl slipped into the spring and grabbed the hand of the other. She was unable to pull her companion out, and was dragged down into the water where both of the girls drowned.",https://web.archive.org/web/20161010044802/http://www.khaleejtimes.com/region/oman/two-sri-lankan-girls-in-oman-drown-while-taking-a-selfie
9-Oct-16,India,18.74931,73.40805,Fall,A 25-year-old Indian man fell to his death while taking a selfie with his friends at Lion's Point Valley near Lonavla. He slipped and fell 200 feet (61Â m) into a gorge and died on the spot.,https://web.archive.org/web/20161009102833/http://timesofindia.indiatimes.com/city/pune/25-year-old-falls-to-death-in-Lonavla-while-taking-selfie/articleshow/54760254.cms
11-Oct-16,India,19.17669,72.99686,Drowned,"A student drowned in the Jaldhaka River at Bindu village, Kalimpong subdivision in West Bengal. The body was retrieved four days later.",https://web.archive.org/web/20161130110711/http://www.anandabazar.com/district/uttarbanga/student-missing-in-the-river-while-snapping-selfie-1.494017
12-Oct-16,India,19.1987,84.11652,Drowned,"A 25-year-old software engineer fell into a river and drowned in Gajapati, Odisha, India, while taking a selfie.",https://web.archive.org/web/20161130035653/http://www.newindianexpress.com/states/odisha/2016/oct/13/death-by-selfie-software-engineer-drowns-in-odisha-1527547.html
11-Nov-16,India,17.88867,79.27928,Drowned,Two students drowned while taking selfies; they were swept away by currents in the Nagarjuna Sagar canal.,https://web.archive.org/web/20161130041827/http://www.newscrab.com/telangana-two-students-drown-to-death-while-taking-selfie/
4-Jan-17,Pakistan,27.54642,69.18718,Drowned,"In Sukkur, Pakistan, a man fell into the Indus River and drowned as he tried to capture his selfie at the Lansdowne Bridge Rohri. Asif Jamil, a resident of Christian Colony, was visiting the bridge with his wife for a picnic.",https://web.archive.org/web/20170105181701/https://www.geo.tv/latest/126198-Deadly-selfie-takes-a-life-in-Sukkur
13-Jan-17,India,30.0158,79.30918,Drowned,"A woman, Ashana Bhandari, fell into the Alaknanda River while she was trying to take a selfie near Koteshwar temple in Rudraprayag district in Uttarakhand, India.",https://web.archive.org/web/20170215130604/http://www.nyoooz.com/news/dehradun/724644/22yrold-falls-into-ravine-while-taking-selfie-dies
9-Feb-17,New Zealand,-38.66353,176.08142,Drowned,"Four women were taking selfies on a rock in a river in New Zealand, ignoring a warning siren signalling a dam was about to be opened. One of the women, a 21-year-old university student, was swept to her death by the dam surge.",https://web.archive.org/web/20170215023954/http://www.independent.co.uk/news/world/australasia/student-swept-to-her-death-by-fast-flowing-dam-water-moments-after-posing-for-selfies-in-new-zealand-a7570841.html
25-Mar-17,United States,43.119563,-124.4094086,Drowned,"A 14-year-old girl was standing on a log with friends at a beach in Bandon, Oregon, to pose for photos, possibly including selfies. She fell off and was fatally pinned underwater by the log due to the receding tide. According to the girl's mother, when this occurred it was not a selfie; rather her picture was being taken by a friend.",https://web.archive.org/web/20170215023954/http://www.independent.co.uk/news/world/australasia/student-swept-to-her-death-by-fast-flowing-dam-water-moments-after-posing-for-selfies-in-new-zealand-a7570841.html
8-May-17,India,19.04145,72.82303,Drowned,"A 21-year-old engineering student slipped from a rock and drowned near Bandra Fort in Bandra, Mumbai after trying to take a selfie with her mother and sister.",https://web.archive.org/web/20190425065149/https://www.hindustantimes.com/mumbai-news/despite-dad-s-warning-danger-sign-21-yr-old-goes-to-take-selfie-at-bandra-bandstand-drowns/story-I4sSxOD5N37K27X0QeqDZN.html
24-May-17,India,22.80578,88.24662,Drowned,"Two adults, 21 and 22 years old from Hooghly district, India, drowned in a fish pond while taking a selfie, as they did not know how to swim. They were taking selfies in waist-deep water but suddenly, the duo slipped from the bank and went underwater. The locals first failed to find their bodies. Later, divers from Kolkata recovered both the bodies from the pond.",https://web.archive.org/web/20170525024626/http://timesofindia.indiatimes.com/city/kolkata/selfie-in-pond-kills-two-cops-blame-undercurrent/articleshow/58833388.cms
22-Jun-17,United Kingdom,50.76032,0.1181,Fall,A 23-year-old woman from South Korea fell from Seaford Head while jumping in the air to pose for a photo.,https://web.archive.org/web/20180219024032/http://www.bbc.co.uk/news/uk-england-sussex-41598003
27-Jun-17,India,19.06253,72.85714,Drowned,A 17-year-old girl drowned in Mumbai while taking selfies with her friends. She was swept away by a strong wave.,https://web.archive.org/web/20190103215843/https://mumbaimirror.indiatimes.com/mumbai/crime/17-yr-old-drowns-off-marine-drive-trying-to-take-a-selfie/articleshow/59360752.cms
1-Jul-17,Nigeria,7.25093,5.18471,Drowned,"Four undergraduate students of the Federal University of Technology, Akure, Nigeria, were taking selfies in a canoe while boating on a campus pond. The canoe capsized. Two students who could swim barely made it to safety, while two others drowned.",https://web.archive.org/web/20170705034312/http://saharareporters.com/2017/07/02/selfie-leads-tragic-death-two-futa-students
10-Jul-17,India,21.16603,79.06308,Drowned,The boat capsized in Vena reservoir near Nagpur when a group of friends were taking selfie and broadcasting on Facebook live.,https://web.archive.org/web/20200128111548/https://www.thehindu.com/news/states/selfie-tragedy-8-men-on-picnic-drown-in-ven-reservoir-near-nagpur/article19253526.ece
26-Jul-17,India,21.6637,78.24272,Drowned,"An 18-year-old was swept into the sea and drowned while he was taking a selfie at a beach in Mumbai, India, during high tide.",https://web.archive.org/web/20170728065420/http://www.india.com/news/india/mumbai-18-year-old-washed-away-by-high-tide-while-taking-selfie-2357912/
25-Dec-17,Mexico,21.84897,-102.32385,Fall,"A 20-year-old woman from Aguascalientes, Mexico died during a selfie session in the Malpaso Dam, a popular spot in the State of Aguascalientes. According to witnesses, she accessed a restricted zone to take the selfie before slipping and falling 15 meters, dying from severe cranioencephalic trauma.",https://web.archive.org/web/20171228232211/http://www.eluniversal.com.mx/estados/joven-muere-al-tomarse-selfie-en-presa-malpaso-de-aguascalientes
11-Jan-18,Colombia,5.94701,-73.34495,Fall,"In Gmbita, Santander, Colombia, a 19-year-old girl fell to her death while trying to take a selfie at ""Manto de la Virgen"" falls.",https://web.archive.org/web/20180111165315/http://www.eltiempo.com/colombia/otras-ciudades/joven-murio-en-santander-cuando-intentaba-tomarse-una-selfie-169936
20-Apr-18,Greece,37.9650175,23.6207952,Fall,"In Keratsini, Greece, a 16-year-old boy died after he fell from a height of 60 meters after climbing on a rock to take a selfie at a park.",https://web.archive.org/web/20201101104101/https://greekcitytimes.com/2018/04/22/16-year-old-dies-taking-a-selfie-at-keratsini-piraeus/
22-Apr-18,Brazil,-5.32413,-41.54531,Fall,"Three young women Ð including two teenagers Ð suffered multiple fractures after falling more than 30 feet off a rundown bridge as they posed for selfies.

The horror accident happened on a railway bridge over the Cais River in the northeastern Brazilian borough of Castelo do Piaui.

According to reports, the side of the bridge suddenly gave way when the group was taking pictures.

A 22-year-old woman and two teenage girls, aged 15 and 16, fell 33 feet and suffered multiple fractures.",https://nypost.com/2018/04/26/teens-take-selfie-on-bridge-moments-before-it-collapses/?view_mode=split
30-Apr-18,Brazil,-17.76214,-48.6851,Fall,"At CorumbÃ¡ Lake in Caldas Novas, a 34-year-old man ended up drowning, after falling off a platform in an attempt to take a selfie.","https://web.archive.org/web/20180622033052/https://www.correiobraziliense.com.br/app/noticia/cidades/2018/05/01/interna_cidadesdf,677565/homem-se-desequilibra-ao-tirar-selfie-cai-em-lago-e-morre-afogado.shtml"
19-May-18,Australia,-35.11867,117.89275,Fall,"A student fell to his death from a cliff while taking photos at a popular tourist attraction in Australia.

The 20 year-old was reportedly posing for selfies with friends when he slipped off the 40-metre precipice at The Gap, near the historic port town of Albany.",https://www.independent.co.uk/news/world/australasia/student-selfie-fall-death-cliff-gap-albany-australia-a8359546.html
11-Jun-18,Indonesia,-8.68117,115.44933,Fall,"A 46-year-old Chinese tourist died after falling into the sea while taking a selfie on a cliff at Devil's Tears on Nusa Lembongan, an island off the coast of Bali.",https://web.archive.org/web/20180713171740/http://www.thejakartapost.com/news/2018/06/11/chinese-tourist-dies-after-falling-from-cliff-taking-a-selfie.html
12-Jun-18,Portugal,38.96353,-9.41763,Fall,"On the Praia dos Pescadores, Ericeira, Portugal, an Australian couple fell to their deaths when they tried to take a selfie on a 30-meter-high (98Â ft) wall.",https://web.archive.org/web/20180621115842/https://www.cbsnews.com/news/tourists-fall-to-death-while-taking-selfie-in-portugal/
22-Jul-18,Australia,-34.016615,151.231784,Fall,"A 19-year-old man from West Haven, Utah, fell to his death at Cape Solander in Kurnell near Sydney, Australia. A Mormon missionary who died at a popular whale-watching site in Sydney's south has been described as a ""bright light"" who loved spending time in Australia.

Gavin Paul Zimmerman, 19, from the US state of Utah, slipped while taking photos at Cape Solander in Kurnell yesterday afternoon.

The local Mayor said police had recovered a mobile phone with photographs of the teenager taken moments before he fell.",https://www.abc.net.au/news/2018-07-24/kurnell-cliff-fall-mormon-missionary-gavin-zimmerman/10029406
5-Sep-18,United States,37.724892,-119.5335388,Fall,An Israeli teen fell to his death while trying to take a selfie at Yosemite National Park.,https://www.sfgate.com/news/article/Teen-visiting-U-S-from-Israel-dies-in-Yosemite-13208407.php
19-Sep-18,United States,46.56424,86.31647,Fall,A Californian woman fell to her death while taking selfies on the edge of a 200-foot cliff over Lake Superior at Pictured Rocks National Lakeshore.,https://www.freep.com/story/news/local/michigan/2018/09/21/pictured-rocks-death-tu-thanh-nguyen/1380009002/
25-Oct-18,United States,37.712936,-119.604622,Fall,An Indian couple fell to their deaths from Taft Point at Yosemite National Park.,https://www.sfchronicle.com/bayarea/article/Two-die-in-fall-from-Yosemite-Park-vista-six-13336605.php
